bibtex_key,title,authors,institutions,year,journal,publisher,keywords,bibtex_file,pdf_file,has_pdf
wang2021harnessing,Harnessing artificial intelligence to holistic design and identification for solid electrolytes,"['Zhilong Wang', 'Xirong Lin', 'Yanqiang Han', 'Junfei Cai', 'Sicheng Wu', 'Xing Yu', 'Jinjin Li']",[],2021,Nano Energy,Elsevier,['artificial intelligence'],/home/doyooni303/projects/technology-innovation/data/bibs/Harnessing artificial intelligence to holistic design and identification for solid electrolytes.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Harnessing artificial intelligence to holistic design and identification for solid electrolytes.pdf,True
nathiya2025iot,IoT Based Battery Monitoring System in Electric Vehicle with Multiple Fault Detection Using AI,"['S Nathiya', 'V Ramamani', 'M Sarathi', 'K Tamil Selva Anto', 'M Hariprabhu']",[],2025,,,"['electric vehicle', 'iot', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/IoT Based Battery Monitoring System in Electric Vehicle with Multiple Fault Detection Using AI.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/IoT Based Battery Monitoring System in Electric Vehicle with Multiple Fault Detection Using AI.pdf,True
alomrani2023detecting,Detecting state of charge false reporting attacks via reinforcement learning approach,"['Mhd Alomrani', 'Mosaddek Tushar', 'Deepa Kundur']",[],2023,IEEE Transactions on Intelligent Transportation Systems,IEEE,['reinforcement learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Detecting state of charge false reporting attacks via reinforcement learning approach.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Detecting state of charge false reporting attacks via reinforcement learning approach.pdf,True
harippriya2022battery,Battery management system to estimate battery aging using deep learning and machine learning algorithms,"['S Harippriya', 'E Vigneswaran', 'S Jayanthy']",[],2022,,,"['deep learning', 'machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Battery management system to estimate battery aging using deep learning and machine learning algorithms.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Battery management system to estimate battery aging using deep learning and machine learning algorithms.pdf,True
jahangir2020plug,Plug-in electric vehicle behavior modeling in energy market: A novel deep learning-based approach with clustering technique,"['Hamidreza Jahangir', 'Saleh Gougheri', 'Behzad Vatandoust', 'Masoud Golkar', 'Ali Ahmadian', 'Amin Hajizadeh']",[],2020,IEEE Transactions on Smart Grid,IEEE,"['deep learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Plug-in electric vehicle behavior modeling in energy market A novel deep learning-based approach with clustering technique.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Plug-in electric vehicle behavior modeling in energy market A novel deep learning-based approach with clustering technique.pdf,True
takagishi2019machine,Machine learning approaches for designing mesoscale structure of li-ion battery electrodes,"['Yoichi Takagishi', 'Takumi Yamanaka', 'Tatsuya Yamaue']",[],2019,Batteries,MDPI,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning approaches for designing mesoscale structure of li-ion battery electrodes.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning approaches for designing mesoscale structure of li-ion battery electrodes.pdf,True
wang2024enhanced,Enhanced state-of-charge and state-of-health estimation of lithium-ion battery incorporating machine learning and swarm intelligence algorithm,"['Chengchao Wang', 'Yingying Su', 'Jinlu Ye', 'Peihang Xu', 'Enyong Xu', 'Tiancheng Ouyang']",[],2024,Journal of Energy Storage,Elsevier,"['lithium-ion', 'machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Enhanced state-of-charge and state-of-health estimation of lithium-ion battery incorporating machine learning and swarm intelligence algorithm.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Enhanced state-of-charge and state-of-health estimation of lithium-ion battery incorporating machine learning and swarm intelligence algorithm.pdf,True
qaadan2024leveraging,Leveraging Artificial Intelligence for Advanced Diagnostics and Life Cycle Assessment of Traction Batteries,"['Sahar Qaadan', 'Abdullah Ahmed', 'Myrel Tiemann', 'Alexander Popp', 'Benedikt Schmuelling']",[],2024,,,['artificial intelligence'],/home/doyooni303/projects/technology-innovation/data/bibs/Leveraging Artificial Intelligence for Advanced Diagnostics and Life Cycle Assessment of Traction Batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Leveraging Artificial Intelligence for Advanced Diagnostics and Life Cycle Assessment of Traction Batteries.pdf,True
yuan2023li,Li-ion battery capacity prediction based on artificial intelligence for production line,"['Yuebo Yuan', 'Xiangdong Kong', 'Yihui Li', 'Hewu Wang']",[],2023,,,"['artificial intelligence', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Li-ion battery capacity prediction based on artificial intelligence for production line.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Li-ion battery capacity prediction based on artificial intelligence for production line.pdf,True
bao2020machine,Machine learning coupled multi-scale modeling for redox flow batteries,"['Jie Bao', 'Vijayakumar Murugesan', 'Carl Kamp', 'Yuyan Shao', 'Litao Yan', 'Wei Wang']",[],2020,Advanced Theory and Simulations,Wiley Online Library,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning coupled multi‐scale modeling for redox flow batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning coupled multi‐scale modeling for redox flow batteries.pdf,True
zahid2018state,State of charge estimation for electric vehicle power battery using advanced machine learning algorithm under diversified drive cycles,"['Taimoor Zahid', 'Kun Xu', 'Weimin Li', 'Chenming Li', 'Hongzhe Li']",[],2018,Energy,Elsevier,"['electric vehicle', 'machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/State of charge estimation for electric vehicle power battery using advanced machine learning algorithm under diversified drive cycles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/State of charge estimation for electric vehicle power battery using advanced machine learning algorithm under diversified drive cycles.pdf,True
zhou2020insights,Insights from machine learning of carbon electrodes for electric double layer capacitors,"['Musen Zhou', 'Alejandro Gallegos', 'Kun Liu', 'Sheng Dai', 'Jianzhong Wu']",[],2020,Carbon,Elsevier,['machine learning'],/home/doyooni303/projects/technology-innovation/data/bibs/insights from machine learning of carbon electrodes for electric double layer capacitors.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/insights from machine learning of carbon electrodes for electric double layer capacitors.pdf,True
du2020deep,Deep reinforcement learning based energy management for a hybrid electric vehicle,"['Guodong Du', 'Yuan Zou', 'Xudong Zhang', 'Teng Liu', 'Jinlong Wu', 'Dingbo He']",[],2020,Energy,Elsevier,"['reinforcement learning', 'energy management', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Deep reinforcement learning based energy management for a hybrid electric vehicle.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep reinforcement learning based energy management for a hybrid electric vehicle.pdf,True
alves2023development,Development and Evaluation of an AI-Based Smart Charging System for Electric Vehicles,"['Raphael Alves', 'Rodrigo Andre{\\~a}o', 'Reginaldo Nunes']",[],2023,,,"['charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Development and Evaluation of an AI-Based Smart Charging System for Electric Vehicles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Development and Evaluation of an AI-Based Smart Charging System for Electric Vehicles.pdf,True
tang2022longevity,Longevity-conscious energy management strategy of fuel cell hybrid electric Vehicle Based on deep reinforcement learning,"['Xiaolin Tang', 'Haitao Zhou', 'Feng Wang', 'Weida Wang', 'Xianke Lin']",[],2022,Energy,Elsevier,"['reinforcement learning', 'energy management', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Longevity-conscious energy management strategy of fuel cell hybrid electric Vehicle Based on deep reinforcement learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Longevity-conscious energy management strategy of fuel cell hybrid electric Vehicle Based on deep reinforcement learning.pdf,True
yadav2024machine,Machine Learning based Data-driven approach for State-of-Charge estimation in Redox Flow Battery,"['Anshul Yadav', 'Gaurav Madhukar', 'Anil Saini', 'K Mariyappan', 'P Ragupathy', 'others']",[],2024,,,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Machine Learning based Data-driven approach for State-of-Charge estimation in Redox Flow Battery.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine Learning based Data-driven approach for State-of-Charge estimation in Redox Flow Battery.pdf,True
carvalho2022artificial,Artificial intelligence driven in-silico discovery of novel organic lithium-ion battery cathodes,"['Rodrigo Carvalho', 'Cleber Marchiori', 'Daniel Brandell', 'C Araujo']",[],2022,Energy storage materials,Elsevier,"['artificial intelligence', 'lithium-ion', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Artificial intelligence driven in-silico discovery of novel organic lithium-ion battery cathodes.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Artificial intelligence driven in-silico discovery of novel organic lithium-ion battery cathodes.pdf,True
thiede2020machine,Machine learning approach for systematic analysis of energy efficiency potentials in manufacturing processes: A case of battery production,"['Sebastian Thiede', 'Artem Turetskyy', 'Thomas Loellhoeffel', 'Arno Kwade', 'Sami Kara', 'Christoph Herrmann']",[],2020,CIRP Annals,Elsevier,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning approach for systematic analysis of energy efficiency potentials in manufacturing processes A case of battery production.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning approach for systematic analysis of energy efficiency potentials in manufacturing processes A case of battery production.pdf,True
kandasamy2022detection,Detection of cyber attack in electric vehicles using ALSTM based machine learning,"['Jeevitha Kandasamy', 'Sumithara Arunagirinathan', 'Priyadharshini Sivaraj', 'M Pameela', 'G Subham', 'Ramadevi Nagarajan']",[],2022,,,"['machine learning', 'electric vehicle', 'lstm']",/home/doyooni303/projects/technology-innovation/data/bibs/Detection of cyber attack in electric vehicles using ALSTM based machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Detection of cyber attack in electric vehicles using ALSTM based machine learning.pdf,True
liu2021ruboost,RUBoost-based ensemble machine learning for electrode quality classification in Li-ion battery manufacturing,"['Kailong Liu', 'Xiaosong Hu', 'Jinhao Meng', 'Josep Guerrero', 'Remus Teodorescu']",[],2021,IEEE/ASME transactions on mechatronics,IEEE,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/RUBoost-based ensemble machine learning for electrode quality classification in Li-ion battery manufacturing.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/RUBoost-based ensemble machine learning for electrode quality classification in Li-ion battery manufacturing.pdf,True
dabbaghjamanesh2020reinforcement,Reinforcement learning-based load forecasting of electric vehicle charging station using Q-learning technique,"['Morteza Dabbaghjamanesh', 'Amirhossein Moeini', 'Abdollah Kavousi-Fard']",[],2020,IEEE Transactions on Industrial Informatics,IEEE,"['reinforcement learning', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Reinforcement Learning-Based Load Forecasting of Electric Vehicle Charging Station Using Q-Learning Technique.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Reinforcement Learning-Based Load Forecasting of Electric Vehicle Charging Station Using Q-Learning Technique.pdf,True
dutta2024battery,Battery-Based Energy Storage and Solar Technologies Integrated for Power Matching and Quality Improvement Using Artificial Intelligence,"['Ashit Dutta', 'L Bharathi Krishna', 'Katuri Rayudu', 'Devaraj Vedhagiri', 'Nageswara Medikondu', 'Suji SudarsananNair JalajaKumari', 'Gopinathan Raghunathan', 'Nutan Saha']",[],2024,Electric Power Components and Systems,Taylor \& Francis,"['artificial intelligence', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Battery-Based Energy Storage and Solar Technologies Integrated for Power Matching and Quality Improvement Using Artificial Intelligence.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Battery-Based Energy Storage and Solar Technologies Integrated for Power Matching and Quality Improvement Using Artificial Intelligence.pdf,True
wu2020battery,"Battery digital twins: Perspectives on the fusion of models, data and artificial intelligence for smart battery management systems","['Billy Wu', 'W Widanage', 'Shichun Yang', 'Xinhua Liu']",[],2020,Energy and AI,Elsevier,"['artificial intelligence', 'battery']","/home/doyooni303/projects/technology-innovation/data/bibs/Battery digital twins Perspectives on the fusion of models, data and artificial intelligence for smart battery management systems.txt","/home/doyooni303/projects/technology-innovation/data/pdfs/Battery digital twins Perspectives on the fusion of models, data and artificial intelligence for smart battery management systems.pdf",True
dimitrov2014reinforcement,Reinforcement learning based algorithm for the maximization of EV charging station revenue,"['Stoyan Dimitrov', 'Redouane Lguensat']",[],2014,,,"['reinforcement learning', 'charging']",/home/doyooni303/projects/technology-innovation/data/bibs/Reinforcement learning based algorithm for the maximization of EV charging station revenue.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Reinforcement learning based algorithm for the maximization of EV charging station revenue.pdf,True
bai2024distributed,Distributed Machine Learning with Electric Vehicles in Parking Lots,"['Weijun Bai', 'Juncheng Jia', 'Tao Deng', 'Mianxiong Dong']",[],2024,,,"['machine learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Distributed Machine Learning with Electric Vehicles in Parking Lots.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Distributed Machine Learning with Electric Vehicles in Parking Lots.pdf,True
zhou2024lifecycle,Lifecycle battery carbon footprint analysis for battery sustainability with energy digitalization and artificial intelligence,['Yuekuan Zhou'],[],2024,Applied Energy,Elsevier,"['artificial intelligence', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Lifecycle battery carbon footprint analysis for battery sustainability with energy digitalization and artificial intelligence.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Lifecycle battery carbon footprint analysis for battery sustainability with energy digitalization and artificial intelligence.pdf,True
dong2021machine,Machine-learning-based real-time economic dispatch in islanding microgrids in a cloud-edge computing environment,"['Wei Dong', 'Qiang Yang', 'Wei Li', 'Albert Zomaya']",[],2021,IEEE Internet of Things Journal,IEEE,[],/home/doyooni303/projects/technology-innovation/data/bibs/Machine-learning-based real-time economic dispatch in islanding microgrids in a cloud-edge computing environment.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine-learning-based real-time economic dispatch in islanding microgrids in a cloud-edge computing environment.pdf,True
forootani2023transfer,Transfer learning-based framework enhanced by deep generative model for cold-start forecasting of residential ev charging behavior,"['Ali Forootani', 'Mohammad Rastegar', 'Hamidreza Zareipour']",[],2023,IEEE Transactions on Intelligent Vehicles,IEEE,['charging'],/home/doyooni303/projects/technology-innovation/data/bibs/Transfer Learning-Based Framework Enhanced by Deep Generative Model for Cold-Start Forecasting of Residential EV Charging Behavior.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Transfer Learning-Based Framework Enhanced by Deep Generative Model for Cold-Start Forecasting of Residential EV Charging Behavior.pdf,True
li2020energy,Energy-efficient autonomous vehicle control using reinforcement learning and interactive traffic simulations,"['Huayi Li', 'Nan Li', 'Ilya Kolmanovsky', 'Anouck Girard']",[],2020,,,['reinforcement learning'],/home/doyooni303/projects/technology-innovation/data/bibs/Energy-efficient autonomous vehicle control using reinforcement learning and interactive traffic simulations.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Energy-efficient autonomous vehicle control using reinforcement learning and interactive traffic simulations.pdf,True
narayan2022dynamic,A dynamic pricing system for electric vehicle charging management using reinforcement learning,"['Ajay Narayan', 'Aakash Krishna', 'Prasant Misra', 'Arunchandar Vasan', 'Venkatesh Sarangan']",[],2022,IEEE Intelligent Transportation Systems Magazine,IEEE,"['reinforcement learning', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/A dynamic pricing system for electric vehicle charging management using reinforcement learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A dynamic pricing system for electric vehicle charging management using reinforcement learning.pdf,True
vatanparvar2019self,Self-secured control with anomaly detection and recovery in automotive cyber-physical systems,"['Korosh Vatanparvar', 'Mohammad Al Faruque']",[],2019,,,[],/home/doyooni303/projects/technology-innovation/data/bibs/Self-secured control with anomaly detection and recovery in automotive cyber-physical systems.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Self-secured control with anomaly detection and recovery in automotive cyber-physical systems.pdf,True
huang2020deep,Deep-reinforcement-learning-based capacity scheduling for PV-battery storage system,"['Bin Huang', 'Jianhui Wang']",[],2020,IEEE Transactions on Smart Grid,IEEE,['battery'],/home/doyooni303/projects/technology-innovation/data/bibs/Deep-reinforcement-learning-based capacity scheduling for PV-battery storage system.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep-reinforcement-learning-based capacity scheduling for PV-battery storage system.pdf,True
deng2022fault,Fault diagnosis for electric vehicle lithium batteries using a multi-classification support vector machine,"['Fuxing Deng', 'Yudong Bian', 'Haoran Zheng']",[],2022,Electrical Engineering,Springer,['electric vehicle'],/home/doyooni303/projects/technology-innovation/data/bibs/Fault diagnosis for electric vehicle lithium batteries using a multi-classification support vector machine.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Fault diagnosis for electric vehicle lithium batteries using a multi-classification support vector machine.pdf,True
zhang2022rlcharge,RLCharge: Imitative multi-agent spatiotemporal reinforcement learning for electric vehicle charging station recommendation,"['Weijia Zhang', 'Hao Liu', 'Hui Xiong', 'Tong Xu', 'Fan Wang', 'Haoran Xin', 'Hua Wu']",[],2022,IEEE Transactions on Knowledge and Data Engineering,IEEE,"['reinforcement learning', 'charging', 'iot', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/RLCharge Imitative multi-agent spatiotemporal reinforcement learning for electric vehicle charging station recommendation.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/RLCharge Imitative multi-agent spatiotemporal reinforcement learning for electric vehicle charging station recommendation.pdf,True
yu2024electric,Electric Vehicle Charging and Discharging Based on Multi-Agents Reinforcement Learning,"['Jian Yu', 'Bifeng Yang', 'Liwei Gu', 'Ting Chen', 'Wenhao Zeng', 'Daisen Bian', 'Chunguang Liu']",[],2024,,,"['reinforcement learning', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Electric Vehicle Charging and Discharging Based on Multi-Agents Reinforcement Learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Electric Vehicle Charging and Discharging Based on Multi-Agents Reinforcement Learning.pdf,True
cunha2020artificial,Artificial intelligence investigation of NMC cathode manufacturing parameters interdependencies,"['Ricardo Cunha', 'Teo Lombardo', 'Emiliano Primo', 'Alejandro Franco']",[],2020,Batteries \& Supercaps,Wiley Online Library,['artificial intelligence'],/home/doyooni303/projects/technology-innovation/data/bibs/Artificial intelligence investigation of NMC cathode manufacturing parameters interdependencies.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Artificial intelligence investigation of NMC cathode manufacturing parameters interdependencies.pdf,True
hamanah2024advanced,Advanced Estimation of SoC and SoH for Li-Ion EV Batteries Using Soft Computing Techniques,"['Waleed Hamanah', 'Md Alam', 'Md Choudhury', 'MA Abido']",[],2024,,,[],/home/doyooni303/projects/technology-innovation/data/bibs/Advanced Estimation of SoC and SoH for Li-Ion EV Batteries Using Soft Computing Techniques.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Advanced Estimation of SoC and SoH for Li-Ion EV Batteries Using Soft Computing Techniques.pdf,True
meng2024online,An online reinforcement learning-based energy management strategy for microgrids with centralized control,"['Qinglin Meng', 'Sheharyar Hussain', 'Fengzhang Luo', 'Zhongguan Wang', 'Xiaolong Jin']",[],2024,IEEE Transactions on Industry Applications,IEEE,"['reinforcement learning', 'energy management']",/home/doyooni303/projects/technology-innovation/data/bibs/An online reinforcement learning-based energy management strategy for microgrids with centralized control.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/An online reinforcement learning-based energy management strategy for microgrids with centralized control.pdf,True
hosseini2024optimizing,Optimizing Electric Vehicle Charging through an Artificial Intelligence Mechanism for Smart Transportation,"['Samira Hosseini', 'Abdulsalam Yassine', 'M Hossain']",[],2024,IEEE Internet of Things Journal,IEEE,"['artificial intelligence', 'charging', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Optimizing Electric Vehicle Charging through an Artificial Intelligence Mechanism for Smart Transportation.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Optimizing Electric Vehicle Charging through an Artificial Intelligence Mechanism for Smart Transportation.pdf,True
rauf2023smart,Smart Feature Selection-Based Machine Learning Framework for Calendar Loss Prediction of Li-Ion Electric Vehicle Battery,"['Huzaifa Rauf', 'Muhammad Gul', 'Muhammad Khalid', 'Naveed Arshad']",[],2023,,,"['electric vehicle', 'machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Smart Feature Selection-Based Machine Learning Framework for Calendar Loss Prediction of Li-Ion Electric Vehicle Battery.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Smart Feature Selection-Based Machine Learning Framework for Calendar Loss Prediction of Li-Ion Electric Vehicle Battery.pdf,True
weng2024smart,Smart Reconfigurable Battery Packs with Scalable AI Based Cell Balancing,"['Yuqin Weng', 'Cristinel Ababei']",[],2024,,,['battery'],/home/doyooni303/projects/technology-innovation/data/bibs/Smart Reconfigurable Battery Packs with Scalable AI Based Cell Balancing.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Smart Reconfigurable Battery Packs with Scalable AI Based Cell Balancing.pdf,True
teimoori2022secure,A secure cloudlet-based charging station recommendation for electric vehicles empowered by federated learning,"['Zeinab Teimoori', 'Abdulsalam Yassine', 'M Hossain']",[],2022,IEEE Transactions on Industrial Informatics,IEEE,"['charging', 'federated learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/A secure cloudlet-based charging station recommendation for electric vehicles empowered by federated learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A secure cloudlet-based charging station recommendation for electric vehicles empowered by federated learning.pdf,True
wu2023deep,Deep reinforcement learning-based energy-efficient decision-making for autonomous electric vehicle in dynamic traffic environments,"['Jingda Wu', 'Ziyou Song', 'Chen Lv']",[],2023,IEEE Transactions on Transportation Electrification,IEEE,"['reinforcement learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Deep reinforcement learning-based energy-efficient decision-making for autonomous electric vehicle in dynamic traffic environments.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep reinforcement learning-based energy-efficient decision-making for autonomous electric vehicle in dynamic traffic environments.pdf,True
packialatha2023electric,Electric Vehicle Management and Tracking using AI and IoT,"['A Packialatha', 'Bindu Vadlamudi', 'BV Thrinath', 'CS Ganesh', 'Mohammad Ishrat', 'Archana Bhaskar']",[],2023,,,"['iot', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Electric Vehicle Management and Tracking using AI and IoT.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Electric Vehicle Management and Tracking using AI and IoT.pdf,True
dave2020autonomous,Autonomous discovery of battery electrolytes with robotic experimentation and machine learning,"['Adarsh Dave', 'Jared Mitchell', 'Kirthevasan Kandasamy', 'Han Wang', 'Sven Burke', 'Biswajit Paria', ""Barnab{\\'a}s P{\\'o}czos"", 'Jay Whitacre', 'Venkatasubramanian Viswanathan']",[],2020,Cell Reports Physical Science,Elsevier,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Autonomous discovery of battery electrolytes with robotic experimentation and machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Autonomous discovery of battery electrolytes with robotic experimentation and machine learning.pdf,True
choi2022artificial,Artificial Intelligence-based Battery State-of-Health (SoH) Prediction through battery data characteristics analysis,"['Sungsan Choi', 'Hyeonwoo Jang', 'Hohyeon Han', 'Sangmin Park', 'Myeong-In Choi', 'Sehyun Park']",[],2022,,,"['artificial intelligence', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Artificial Intelligence-based Battery State-of-Health (SoH) Prediction through battery data characteristics analysis.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Artificial Intelligence-based Battery State-of-Health (SoH) Prediction through battery data characteristics analysis.pdf,True
ma2024artificial,Artificial Intelligence Based SOC Technology for Electric Vehicle Batteries,"['Bin Ma', 'Mingfang Xue']",[],2024,,,"['artificial intelligence', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Artificial Intelligence Based SOC Technology for Electric Vehicle Batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Artificial Intelligence Based SOC Technology for Electric Vehicle Batteries.pdf,True
tan2023data,Data-driven battery electrode production process modeling enabled by machine learning,"['Changbai Tan', 'Raffaello Ardanese', 'Erik Huemiller', 'Wayne Cai', 'Houssen Yang', 'Jennifer Bracey', 'Gabriele Pozzato']",[],2023,Journal of Materials Processing Technology,Elsevier,"['machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/Data-driven battery electrode production process modeling enabled by machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Data-driven battery electrode production process modeling enabled by machine learning.pdf,True
wang2020comparative,A comparative study of machine learning based modeling methods for Lithium-ion battery,"['Peng Wang', 'Jie Fan', 'Yang Ou', 'Zhe Li', 'Yi Wang', 'Bo Deng', 'Yuanwei Zhang', 'Zihao Gao']",[],2020,,,"['lithium-ion', 'machine learning', 'battery']",/home/doyooni303/projects/technology-innovation/data/bibs/A comparative study of machine learning based modeling methods for Lithium-ion battery.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A comparative study of machine learning based modeling methods for Lithium-ion battery.pdf,True
choi2022reinforcement,Reinforcement learning-based controller for thermal management system of electric vehicles,"['Wansik Choi', 'Jae Kim', 'Changsun Ahn', 'Juhui Gim']",[],2022,,,"['reinforcement learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/Reinforcement learning-based controller for thermal management system of electric vehicles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Reinforcement learning-based controller for thermal management system of electric vehicles.pdf,True
yang2023hybrid,Hybrid policy-based reinforcement learning of adaptive energy management for the Energy transmission-constrained island group,"['Lingxiao Yang', 'Xiaofeng Li', 'Mengwei Sun', 'Changyin Sun']",[],2023,IEEE Transactions on Industrial Informatics,IEEE,"['reinforcement learning', 'energy management']",/home/doyooni303/projects/technology-innovation/data/bibs/Hybrid policy-based reinforcement learning of adaptive energy management for the Energy transmission-constrained island group.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Hybrid policy-based reinforcement learning of adaptive energy management for the Energy transmission-constrained island group.pdf,True
hsu2016reinforcement,A reinforcement learning based dynamic power management for fuel cell hybrid electric vehicle,"['Roy Hsu', 'Shi-Mao Chen', 'Wen-Yen Chen', 'Cheng-Ting Liu']",[],2016,,,"['reinforcement learning', 'electric vehicle']",/home/doyooni303/projects/technology-innovation/data/bibs/A reinforcement learning based dynamic power management for fuel cell hybrid electric vehicle.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A reinforcement learning based dynamic power management for fuel cell hybrid electric vehicle.pdf,True
xiao2022model,A Model-Data-Fusion Pole Piece Thickness Prediction Method With Multisensor Fusion for Lithium Battery Rolling Machine,"['Yanjun Xiao', 'Shuhan Deng', 'Furong Han', 'Xiaoliang Wang', 'Zonghua Zhang', 'Kai Peng']",[],2022,IEEE Access,IEEE,['battery'],/home/doyooni303/projects/technology-innovation/data/bibs/A Model-Data-Fusion Pole Piece Thickness Prediction Method With Multisensor Fusion for Lithium Battery Rolling Machine.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/A Model-Data-Fusion Pole Piece Thickness Prediction Method With Multisensor Fusion for Lithium Battery Rolling Machine.pdf,True
