bibtex_key,title,authors,institutions,year,journal,publisher,keywords,bibtex_file,pdf_file,has_pdf,bibtex_keywords,pdf_keywords,abstract,keyword_sources,total_keyword_count,bibtex_keyword_count,pdf_keyword_count,has_abstract
alomrani2023detecting,Detecting state of charge false reporting attacks via reinforcement learning approach,Mhd Alomrani; Mosaddek Tushar; Deepa Kundur,,2023,IEEE Transactions on Intelligent Transportation Systems,IEEE,attack; attacks; battery management system; charging; charging station; convolutional neural network; data; deep learning; detection; electric vehicle; energy; evs; grid; iot; learning; lstm; malicious; may; model; neural network; plug-in hybrid; power; reinforcement learning; requests; smart grid; soc; state of charge,/home/doyooni303/projects/technology-innovation/data/bibs/Detecting state of charge false reporting attacks via reinforcement learning approach.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Detecting state of charge false reporting attacks via reinforcement learning approach.pdf,True,reinforcement learning,soc; neural network; battery management system; smart grid; iot; electric vehicle; charging station; lstm; plug-in hybrid; reinforcement learning; deep learning; convolutional neural network; state of charge; charging; attacks; evs; grid; learning; may; malicious; attack; detection; data; power; requests; model; energy,,bibtex; pdf,27,1,27,False
harippriya2022battery,Battery management system to estimate battery aging using deep learning and machine learning algorithms,S Harippriya; E Vigneswaran; S Jayanthy,,2022,,,aging; battery; battery aging; battery capacity; battery management system; bayes; bms; challenges; challenges faced; charge; charging station; deep learning; electric; electric vehicle; electric vehicle (ev); faced; greatest; greatest challenges; ion; learning; lithium-ion (li-ion); lithium-ion battery; lstm; machine; machine learning; management; manufactures; naïve; neural network; one; one greatest; optimization; phev; plug-in hybrid; proposed; results; rnn; soc; soh; state of charge; state of charge (soc); state of health; vehicle,/home/doyooni303/projects/technology-innovation/data/bibs/Battery management system to estimate battery aging using deep learning and machine learning algorithms.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Battery management system to estimate battery aging using deep learning and machine learning algorithms.pdf,True,deep learning; battery; machine learning,electric vehicle (ev); lithium-ion (li-ion); battery; state of charge (soc); bms; soc; battery capacity; neural network; battery management system; lithium-ion battery; electric vehicle; charging station; lstm; plug-in hybrid; deep learning; phev; machine learning; rnn; soh; state of health; state of charge; battery aging; optimization; one; greatest; challenges; faced; electric; vehicle; manufactures; one greatest; greatest challenges; challenges faced; ion; aging; learning; machine; proposed; charge; results; management; naïve; bayes,One of the greatest challenges faced by Electric Vehicle (EV) manufactures is,bibtex; pdf,43,3,43,True
jahangir2020plug,Plug-in electric vehicle behavior modeling in energy market: A novel deep learning-based approach with clustering technique,Hamidreza Jahangir; Saleh Gougheri; Behzad Vatandoust; Masoud Golkar; Ali Ahmadian; Amin Hajizadeh,,2020,IEEE Transactions on Smart Grid,IEEE,battery capacity; behavior; cluster; data; deep learning; demand; electric vehicle; energy; iot; layer; market; neural network; output; pev; pevs; publication; smart grid; soc; state; state of charge; sustainability; time; travel; vector,/home/doyooni303/projects/technology-innovation/data/bibs/Plug-in electric vehicle behavior modeling in energy market A novel deep learning-based approach with clustering technique.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Plug-in electric vehicle behavior modeling in energy market A novel deep learning-based approach with clustering technique.pdf,True,deep learning; electric vehicle,sustainability; soc; battery capacity; neural network; smart grid; iot; electric vehicle; deep learning; state of charge; pev; time; pevs; demand; travel; data; vector; energy; behavior; state; market; cluster; output; layer; publication,,bibtex; pdf,24,2,24,False
takagishi2019machine,Machine learning approaches for designing mesoscale structure of li-ion battery electrodes,Yoichi Takagishi; Takumi Yamanaka; Tatsuya Yamaue,,2019,Batteries,MDPI,aanndd; battery; chemical; chemicalmodel; cid; cid cid; drivenapproachfordesigningthemesoscaleporousstructuresof; electric vehicle; electrode; electrolyte; including; inthisstudy; li-ion battery; li-ionbattery; machine learning; machinelearning; neural network; ooff; ooofff; optimization; parameters; physico; porousstructure; rnn; rrr; simulation; soc; tthhee; ttthhheee; virtualstructure; wehaveproposedadata; wehaveproposedadata drivenapproachfordesigningthemesoscaleporousstructuresof,/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning approaches for designing mesoscale structure of li-ion battery electrodes.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning approaches for designing mesoscale structure of li-ion battery electrodes.pdf,True,battery; machine learning,simulation; virtualstructure; porousstructure; li-ionbattery; electrode; machinelearning; soc; neural network; electric vehicle; li-ion battery; electrolyte; machine learning; rnn; optimization; wehaveproposedadata; drivenapproachfordesigningthemesoscaleporousstructuresof; wehaveproposedadata drivenapproachfordesigningthemesoscaleporousstructuresof; cid; cid cid; tthhee; ooofff; ooff; aanndd; physico; chemical; rrr; ttthhheee; chemicalmodel; inthisstudy; including; parameters,Wehaveproposedadata-drivenapproachfordesigningthemesoscaleporousstructuresof,bibtex; pdf,32,2,31,True
wang2024enhanced,Enhanced state-of-charge and state-of-health estimation of lithium-ion battery incorporating machine learning and swarm intelligence algorithm,Chengchao Wang; Yingying Su; Jinlu Ye; Peihang Xu; Enyong Xu; Tiancheng Ouyang,,2024,Journal of Energy Storage,Elsevier,accurately estimating the state-of-charge (soc) and state-of-health (soh) of lithium batteries used in electric; anode; battery; battery capacity; battery management system; bms; cathode; current; data; deep learning; electric vehicle; energy storage; estimation; gpr; lithium-ion; lithium-ion battery; lstm; machine learning; methods; model; neural network; optimization; process; proposed; regression; soc; soh; state; state of charge; state of health; transfer learning; used,/home/doyooni303/projects/technology-innovation/data/bibs/Enhanced state-of-charge and state-of-health estimation of lithium-ion battery incorporating machine learning and swarm intelligence algorithm.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Enhanced state-of-charge and state-of-health estimation of lithium-ion battery incorporating machine learning and swarm intelligence algorithm.pdf,True,lithium-ion; battery; machine learning,accurately estimating the state-of-charge (soc) and state-of-health (soh) of lithium batteries used in electric; bms; soc; battery capacity; neural network; battery management system; lithium-ion battery; electric vehicle; cathode; lstm; energy storage; deep learning; transfer learning; machine learning; soh; state of health; state of charge; optimization; anode; battery; model; methods; estimation; process; state; used; gpr; data; regression; proposed; current,,bibtex; pdf,32,3,31,False
qaadan2024leveraging,Leveraging Artificial Intelligence for Advanced Diagnostics and Life Cycle Assessment of Traction Batteries,Sahar Qaadan; Abdullah Ahmed; Myrel Tiemann; Alexander Popp; Benedikt Schmuelling,,2024,,,artificial intelligence; batteries; battery; battery aging; battery capacity; battery degradation; bms; cnn; data; deep learning; electric vehicle; energy; energy storage; health; learning; life; lithium-ion battery; lstm; machine learning; methods; model; models; neural network; optimization; rnn; soc; soh; state; state of charge; state of health; supervised learning; sustainability; techniques; unsupervised learning; used; variables,/home/doyooni303/projects/technology-innovation/data/bibs/Leveraging Artificial Intelligence for Advanced Diagnostics and Life Cycle Assessment of Traction Batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Leveraging Artificial Intelligence for Advanced Diagnostics and Life Cycle Assessment of Traction Batteries.pdf,True,artificial intelligence,sustainability; bms; soc; battery capacity; neural network; artificial intelligence; lithium-ion battery; battery degradation; electric vehicle; unsupervised learning; lstm; energy storage; supervised learning; deep learning; cnn; machine learning; rnn; soh; state of health; state of charge; battery aging; optimization; battery; models; data; batteries; model; state; life; energy; used; learning; variables; health; techniques; methods,,bibtex; pdf,36,1,36,False
yuan2023li,Li-ion battery capacity prediction based on artificial intelligence for production line,Yuebo Yuan; Xiangdong Kong; Yihui Li; Hewu Wang,,2023,,,algorithms; artificial; artificial intelligence; batteries; battery; battery capacity; battery production; capacity; capacity prediction; ccc; data; electric vehicle; electrode; energy storage; ensemble learning; error; features; li-ion battery; line; lithium iron phosphate; mean; model; neural network; prediction; production; production line; set; soc; state of charge; voltage,/home/doyooni303/projects/technology-innovation/data/bibs/Li-ion battery capacity prediction based on artificial intelligence for production line.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Li-ion battery capacity prediction based on artificial intelligence for production line.pdf,True,battery; artificial intelligence,artificial; li-ion battery; capacity prediction; lithium iron phosphate; soc; battery production; battery capacity; neural network; artificial intelligence; electric vehicle; energy storage; production line; ensemble learning; state of charge; electrode; capacity; battery; batteries; prediction; production; algorithms; error; set; model; data; ccc; mean; line; features; voltage,,bibtex; pdf,30,2,30,False
bao2020machine,Machine learning coupled multi-scale modeling for redox flow batteries,Jie Bao; Vijayakumar Murugesan; Carl Kamp; Yuyan Shao; Litao Yan; Wei Wang,,2020,Advanced Theory and Simulations,Wiley Online Library,cathode; com; electrode; electrodes; electrolyte; energy; energy storage; flow; high; however; machine learning; model; neural network; optimization; pore; pore scale; renewable energy; scale; soc; used; wiley; www,/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning coupled multi‐scale modeling for redox flow batteries.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning coupled multi‐scale modeling for redox flow batteries.pdf,True,machine learning,soc; neural network; renewable energy; cathode; energy storage; electrolyte; machine learning; optimization; electrode; scale; pore; energy; model; com; flow; wiley; pore scale; however; www; high; used; electrodes,,bibtex; pdf,22,1,22,False
zahid2018state,State of charge estimation for electric vehicle power battery using advanced machine learning algorithm under diversified drive cycles,Taimoor Zahid; Kun Xu; Weimin Li; Chenming Li; Hongzhe Li,,2018,Energy,Elsevier,anfis; battery; cid; current; cycles; different; different drivecycles areutilized for the trainingand testingstagesof the stateofchargeestimation; electric vehicle; estimation; fuzzy; however; input; lifepo4; machine learning; model; neural; neural network; optimization; power; soc; soc estimation; state of charge,/home/doyooni303/projects/technology-innovation/data/bibs/State of charge estimation for electric vehicle power battery using advanced machine learning algorithm under diversified drive cycles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/State of charge estimation for electric vehicle power battery using advanced machine learning algorithm under diversified drive cycles.pdf,True,battery; electric vehicle; machine learning,different drivecycles areutilized for the trainingand testingstagesof the stateofchargeestimation; soc; neural network; electric vehicle; machine learning; lifepo4; state of charge; optimization; battery; estimation; current; anfis; model; power; fuzzy; however; cid; different; soc estimation; cycles; neural; input,,bibtex; pdf,22,3,22,False
zhou2020insights,Insights from machine learning of carbon electrodes for electric double layer capacitors,Musen Zhou; Alejandro Gallegos; Kun Liu; Sheng Dai; Jianzhong Wu,,2020,Carbon,Elsevier,broad; carbon; density; double; edlcs; electric; electrode; electrodes; energy; energy storage; high; layer; machine; machine learning; materials; micropores; performance; power; power density; recent; storage; surface; use; witnessed; years,/home/doyooni303/projects/technology-innovation/data/bibs/insights from machine learning of carbon electrodes for electric double layer capacitors.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/insights from machine learning of carbon electrodes for electric double layer capacitors.pdf,True,machine learning,energy storage; machine learning; electrode; recent; years; witnessed; broad; use; carbon; electrodes; electric; double; layer; energy; edlcs; density; materials; power; storage; micropores; surface; high; power density; performance; machine,Recent years have witnessed the broad use of carbon electrodes for electric double layer,bibtex; pdf,25,1,25,True
du2020deep,Deep reinforcement learning based energy management for a hybrid electric vehicle,Guodong Du; Yuan Zou; Xudong Zhang; Teng Liu; Jinlong Wu; Dingbo He,,2020,Energy,Elsevier,anoveldeepreinforcementlearningalgorithmdeepq-; cid; control; deep; dyna; electric vehicle; energy; energy management; energy storage; learning; management; model; neural network; optimal; optimal control; optimization; plug-in hybrid; problem; reinforcement; reinforcement learning; sionality”inthereinforcementlearningmethod; soc; state of charge,/home/doyooni303/projects/technology-innovation/data/bibs/Deep reinforcement learning based energy management for a hybrid electric vehicle.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Deep reinforcement learning based energy management for a hybrid electric vehicle.pdf,True,electric vehicle; energy management; reinforcement learning,anoveldeepreinforcementlearningalgorithmdeepq-; sionality”inthereinforcementlearningmethod; soc; neural network; energy management; electric vehicle; energy storage; plug-in hybrid; reinforcement learning; state of charge; optimization; energy; learning; control; management; reinforcement; problem; model; cid; dyna; deep; optimal; optimal control,,bibtex; pdf,23,3,23,False
alves2023development,Development and Evaluation of an AI-Based Smart Charging System for Electric Vehicles,Raphael Alves; Rodrigo Andre{\~a}o; Reginaldo Nunes,,2023,,,anomaly; anomaly detection; azure; charging; charging station; detection; device; electric; electric vehicle; energy; energy management; esp; esp ırito; evs; iot; machine learning; management; santo; smart; smart grid; supervised learning; unsupervised learning; ırito,/home/doyooni303/projects/technology-innovation/data/bibs/Development and Evaluation of an AI-Based Smart Charging System for Electric Vehicles.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Development and Evaluation of an AI-Based Smart Charging System for Electric Vehicles.pdf,True,charging; electric vehicle,energy management; smart grid; iot; electric vehicle; unsupervised learning; charging station; supervised learning; machine learning; charging; smart; electric; anomaly; esp; ırito; santo; evs; detection; management; azure; esp ırito; anomaly detection; energy; device,,bibtex; pdf,23,2,23,False
tang2022longevity,Longevity-conscious energy management strategy of fuel cell hybrid electric Vehicle Based on deep reinforcement learning,Xiaolin Tang; Haitao Zhou; Feng Wang; Weida Wang; Xianke Lin,,2022,Energy,Elsevier,artificial intelligence; cid; deep learning; degradation; electric vehicle; electrode; ems; energy; energy management; fcs; fuel; high; however; iot; learning; lithium-ion battery; low; machine learning; management; optimization; proposed; reinforcement; reinforcement learning; soc; state of charge; sumptionweight.finally; thecombineddrivingcycleisselectedtofurtherverifytheeffectivenessofthe; time,/home/doyooni303/projects/technology-innovation/data/bibs/Longevity-conscious energy management strategy of fuel cell hybrid electric Vehicle Based on deep reinforcement learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Longevity-conscious energy management strategy of fuel cell hybrid electric Vehicle Based on deep reinforcement learning.pdf,True,electric vehicle; energy management; reinforcement learning,sumptionweight.finally; thecombineddrivingcycleisselectedtofurtherverifytheeffectivenessofthe; soc; artificial intelligence; energy management; lithium-ion battery; iot; electric vehicle; reinforcement learning; deep learning; machine learning; state of charge; optimization; electrode; learning; energy; reinforcement; fcs; management; however; high; cid; degradation; ems; time; fuel; proposed; low,,bibtex; pdf,28,3,28,False
yadav2024machine,Machine Learning based Data-driven approach for State-of-Charge estimation in Redox Flow Battery,Anshul Yadav; Gaurav Madhukar; Anil Saini; K Mariyappan; P Ragupathy; others,,2024,,,avrfb; battery; cell; charge; current; data; deep learning; electrolyte; energy; energy storage; flow; graphite; india; layers; lstm; machine learning; model; models; neural network; optimization; renewable energy; rnn; separator; soc; state of charge; transformer; voltage,/home/doyooni303/projects/technology-innovation/data/bibs/Machine Learning based Data-driven approach for State-of-Charge estimation in Redox Flow Battery.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine Learning based Data-driven approach for State-of-Charge estimation in Redox Flow Battery.pdf,True,battery; machine learning,soc; neural network; renewable energy; lstm; energy storage; electrolyte; deep learning; machine learning; rnn; transformer; state of charge; optimization; separator; data; cell; flow; model; battery; voltage; energy; charge; india; current; models; avrfb; graphite; layers,,bibtex; pdf,27,2,27,False
carvalho2022artificial,Artificial intelligence driven in-silico discovery of novel organic lithium-ion battery cathodes,Rodrigo Carvalho; Cleber Marchiori; Daniel Brandell; C Araujo,,2022,Energy storage materials,Elsevier,anode; artificial intelligence; battery; calculations; candidates; cathode; database; dft; electrode; electrolyte; energy; energy storage; ion; li-ion battery; lithium-ion; machine learning; materials; molecular; molecules; oems; organic; organic electrode materials (oems) combine key sustainability and versatility properties with the potential to; properties; soc; step; structure; sustainability,/home/doyooni303/projects/technology-innovation/data/bibs/Artificial intelligence driven in-silico discovery of novel organic lithium-ion battery cathodes.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Artificial intelligence driven in-silico discovery of novel organic lithium-ion battery cathodes.pdf,True,lithium-ion; battery; artificial intelligence,organic electrode materials (oems) combine key sustainability and versatility properties with the potential to; sustainability; soc; artificial intelligence; cathode; li-ion battery; energy storage; electrolyte; machine learning; anode; electrode; materials; energy; organic; structure; molecules; properties; step; database; ion; molecular; dft; calculations; battery; oems; candidates,,bibtex; pdf,27,3,26,False
thiede2020machine,Machine learning approach for systematic analysis of energy efficiency potentials in manufacturing processes: A case of battery production,Sebastian Thiede; Artem Turetskyy; Thomas Loellhoeffel; Arno Kwade; Sami Kara; Christoph Herrmann,,2020,CIRP Annals,Elsevier,battery; battery production; cid; demand; drying; drying process; efficiency; electric vehicle; electrode; energy; fig; germany; however; machine; machine learning; machineandprocessspecificinfluencingfactors.abatteryproductioncaseisusedtodemonstratetheaccu-; manufacturing; online; process; processes; production; soc,/home/doyooni303/projects/technology-innovation/data/bibs/Machine learning approach for systematic analysis of energy efficiency potentials in manufacturing processes A case of battery production.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine learning approach for systematic analysis of energy efficiency potentials in manufacturing processes A case of battery production.pdf,True,battery; machine learning,machineandprocessspecificinfluencingfactors.abatteryproductioncaseisusedtodemonstratetheaccu-; drying process; soc; battery production; electric vehicle; machine learning; electrode; cid; energy; fig; online; efficiency; production; process; however; drying; manufacturing; machine; processes; battery; germany; demand,,bibtex; pdf,22,2,22,False
kandasamy2022detection,Detection of cyber attack in electric vehicles using ALSTM based machine learning,Jeevitha Kandasamy; Sumithara Arunagirinathan; Priyadharshini Sivaraj; M Pameela; G Subham; Ramadevi Nagarajan,,2022,,,advanced long; battery; battery capacity; battery packs; classical; classical mechanics; control; cyber; cyber security; data; electric; electric vehicle; information; internet of things; iot; learning; linked; lstm; machine; machine learning; mechanics; network; packs; packs linked; power; security; typically; typically battery; vehicles; — electric vehicles,/home/doyooni303/projects/technology-innovation/data/bibs/Detection of cyber attack in electric vehicles using ALSTM based machine learning.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Detection of cyber attack in electric vehicles using ALSTM based machine learning.pdf,True,electric vehicle; lstm; machine learning,— electric vehicles; advanced long; battery capacity; internet of things; iot; electric vehicle; lstm; machine learning; typically; battery; packs; linked; typically battery; battery packs; packs linked; cyber; mechanics; learning; classical; power; security; classical mechanics; information; electric; vehicles; network; data; control; cyber security; machine,"Typically, the battery packs are linked to the",bibtex; pdf,30,3,30,True
liu2021ruboost,RUBoost-based ensemble machine learning for electrode quality classification in Li-ion battery manufacturing,Kailong Liu; Xiaosong Hu; Jinhao Meng; Josep Guerrero; Remus Teodorescu,,2021,IEEE/ASME transactions on mechatronics,IEEE,analyze; battery; battery manufacturing; battery production; calendering; class; could; data; electrode; electrode manufacturing; electrolyte; ensemble; ensemble learning; ion; learning; li-ion battery; machine learning; manufactured; manufacturing; neural network; optimization; performance; quality; ruboost; soc,/home/doyooni303/projects/technology-innovation/data/bibs/RUBoost-based ensemble machine learning for electrode quality classification in Li-ion battery manufacturing.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/RUBoost-based ensemble machine learning for electrode quality classification in Li-ion battery manufacturing.pdf,True,battery; machine learning,soc; battery production; neural network; li-ion battery; electrolyte; machine learning; electrode manufacturing; battery manufacturing; ensemble learning; calendering; optimization; electrode; battery; data; learning; manufacturing; ensemble; class; ion; manufactured; analyze; ruboost; quality; performance; could,,bibtex; pdf,25,2,25,False
dabbaghjamanesh2020reinforcement,Reinforcement learning-based load forecasting of electric vehicle charging station using Q-learning technique,Morteza Dabbaghjamanesh; Amirhossein Moeini; Abdollah Kavousi-Fard,,2020,IEEE Transactions on Industrial Informatics,IEEE,ann; artificial intelligence; battery capacity; charging; charging station; cnn; coordinated; electric vehicle; energy management; evs; forecasting; learning; load; lstm; machine learning; moreover; neural network; phev; phevs; plug-in hybrid; reinforcement learning; rnn; smart; soc; technique; techniques; time; uncoordinated,/home/doyooni303/projects/technology-innovation/data/bibs/Reinforcement Learning-Based Load Forecasting of Electric Vehicle Charging Station Using Q-Learning Technique.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Reinforcement Learning-Based Load Forecasting of Electric Vehicle Charging Station Using Q-Learning Technique.pdf,True,charging; electric vehicle; reinforcement learning,soc; battery capacity; neural network; artificial intelligence; energy management; electric vehicle; charging station; lstm; plug-in hybrid; reinforcement learning; cnn; phev; machine learning; rnn; charging; learning; techniques; technique; load; moreover; forecasting; evs; phevs; smart; time; coordinated; ann; uncoordinated,,bibtex; pdf,28,3,28,False
dutta2024battery,Battery-Based Energy Storage and Solar Technologies Integrated for Power Matching and Quality Improvement Using Artificial Intelligence,Ashit Dutta; L Bharathi Krishna; Katuri Rayudu; Devaraj Vedhagiri; Nageswara Medikondu; Suji SudarsananNair JalajaKumari; Gopinathan Raghunathan; Nutan Saha,,2024,Electric Power Components and Systems,Taylor \& Francis,artificial intelligence; battery; battery-based energy storage system; deep learning; distribution; dutta; energy; energy storage; grid; india; lstm; power; power quality; quality; renewable; renewable energy; renewable energy 1. introduction; res; solar; sources; storage,/home/doyooni303/projects/technology-innovation/data/bibs/Battery-Based Energy Storage and Solar Technologies Integrated for Power Matching and Quality Improvement Using Artificial Intelligence.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Battery-Based Energy Storage and Solar Technologies Integrated for Power Matching and Quality Improvement Using Artificial Intelligence.pdf,True,battery; artificial intelligence,battery-based energy storage system; renewable energy 1. introduction; artificial intelligence; renewable energy; lstm; energy storage; deep learning; energy; power; solar; quality; renewable; battery; india; sources; storage; res; distribution; grid; power quality; dutta,,bibtex; pdf,21,2,21,False
wu2020battery,"Battery digital twins: Perspectives on the fusion of models, data and artificial intelligence for smart battery management systems",Billy Wu; W Widanage; Shichun Yang; Xinhua Liu,,2020,Energy and AI,Elsevier,anode; approaches; artificial intelligence; battery; battery degradation; battery management system; bms; cathode; challenges; control; cyber-physical system; data; digital; electric vehicle; electrode; electrolyte; energy; energy storage; fast charging; however; internet of things; iot; lib; lifetime; lithium; lithium iron phosphate; lithium-ion battery; machine learning; management; model; neural network; nickel manganese cobalt; nmc; separator; soc; soh; state; thus; v2g; vehicle-to-grid,"/home/doyooni303/projects/technology-innovation/data/bibs/Battery digital twins Perspectives on the fusion of models, data and artificial intelligence for smart battery management systems.txt","/home/doyooni303/projects/technology-innovation/data/pdfs/Battery digital twins Perspectives on the fusion of models, data and artificial intelligence for smart battery management systems.pdf",True,battery; artificial intelligence,lithium iron phosphate; bms; soc; neural network; battery management system; internet of things; artificial intelligence; fast charging; lithium-ion battery; battery degradation; iot; electric vehicle; cathode; nmc; energy storage; v2g; electrolyte; cyber-physical system; machine learning; nickel manganese cobalt; soh; vehicle-to-grid; anode; separator; electrode; battery; lithium; data; state; lifetime; however; energy; approaches; model; digital; lib; management; challenges; control; thus,,bibtex; pdf,40,2,40,False
dimitrov2014reinforcement,Reinforcement learning based algorithm for the maximization of EV charging station revenue,Stoyan Dimitrov; Redouane Lguensat,,2014,,,action; algorithm; charging; charging station; day; electric vehicle; energy; fast charging; function; learning; machine learning; number; plug-in hybrid; reinforcement learning; renewable energy; soc; state; state of charge; station; time; ttl; vehicle; vehicles,/home/doyooni303/projects/technology-innovation/data/bibs/Reinforcement learning based algorithm for the maximization of EV charging station revenue.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Reinforcement learning based algorithm for the maximization of EV charging station revenue.pdf,True,charging; reinforcement learning,soc; fast charging; renewable energy; electric vehicle; charging station; plug-in hybrid; reinforcement learning; machine learning; state of charge; station; learning; state; ttl; algorithm; charging; energy; action; vehicles; time; number; vehicle; day; function,,bibtex; pdf,23,2,23,False
bai2024distributed,Distributed Machine Learning with Electric Vehicles in Parking Lots,Weijun Bai; Juncheng Jia; Tao Deng; Mianxiong Dong,,2024,,,artificial intelligence; battery capacity; computing; distributed; electric; electric vehicle; electric vehicles; job; learning; lots; machine; machine learning; neural network; optimization; parking; parking lots; pdc; reinforcement learning; resources; soc; training; vehicle; vehicles,/home/doyooni303/projects/technology-innovation/data/bibs/Distributed Machine Learning with Electric Vehicles in Parking Lots.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Distributed Machine Learning with Electric Vehicles in Parking Lots.pdf,True,electric vehicle; machine learning,soc; battery capacity; neural network; artificial intelligence; electric vehicle; reinforcement learning; machine learning; optimization; vehicles; parking; resources; electric; training; electric vehicles; learning; lots; pdc; vehicle; parking lots; distributed; machine; computing; job,,bibtex; pdf,23,2,23,False
zhou2024lifecycle,Lifecycle battery carbon footprint analysis for battery sustainability with energy digitalization and artificial intelligence,Yuekuan Zhou,,2024,Applied Energy,Elsevier,anode; artificial intelligence; as an indispensable component and intermediate bridge; batteries; battery; battery degradation; battery production; carbon; carbon intensity; cathode; charging station; deep learning; electric vehicle; electrochemical; electrochemical battery as an indispensable component; electrode; electrolyte; energy; energy management; energy storage; fast charging; grid; intensity; lifecycle; lithium-ion battery; materials; recycling; renewable; renewable energy; separator; soc; stage; sustainability,/home/doyooni303/projects/technology-innovation/data/bibs/Lifecycle battery carbon footprint analysis for battery sustainability with energy digitalization and artificial intelligence.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Lifecycle battery carbon footprint analysis for battery sustainability with energy digitalization and artificial intelligence.pdf,True,battery; artificial intelligence,as an indispensable component and intermediate bridge; electrochemical battery as an indispensable component; sustainability; soc; battery production; artificial intelligence; fast charging; energy management; lithium-ion battery; battery degradation; renewable energy; electric vehicle; cathode; charging station; energy storage; electrolyte; deep learning; anode; separator; electrode; battery; carbon; energy; materials; lifecycle; batteries; recycling; intensity; carbon intensity; renewable; electrochemical; stage; grid,,bibtex; pdf,33,2,33,False
dong2021machine,Machine-learning-based real-time economic dispatch in islanding microgrids in a cloud-edge computing environment,Wei Dong; Qiang Yang; Wei Li; Albert Zomaya,,2021,IEEE Internet of Things Journal,IEEE,artificial intelligence; cloud; computing; dispatch; economic; edge; energy; energy dispatch; energy management; energy storage; internet of things; iot; islanding; learning; machine learning; microgrids; operational; optimization; power; real; reinforcement learning; smart grid; soh; solution; time,/home/doyooni303/projects/technology-innovation/data/bibs/Machine-learning-based real-time economic dispatch in islanding microgrids in a cloud-edge computing environment.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Machine-learning-based real-time economic dispatch in islanding microgrids in a cloud-edge computing environment.pdf,True,,internet of things; artificial intelligence; energy management; smart grid; iot; energy storage; reinforcement learning; machine learning; soh; optimization; dispatch; energy; cloud; power; edge; learning; time; computing; real; islanding; solution; energy dispatch; economic; microgrids; operational,,pdf,25,0,25,False
forootani2023transfer,Transfer learning-based framework enhanced by deep generative model for cold-start forecasting of residential ev charging behavior,Ali Forootani; Mohammad Rastegar; Hamidreza Zareipour,,2023,IEEE Transactions on Intelligent Vehicles,IEEE,available; charging; charging station; cnn; convolutional neural network; data; dataset; dnn; electric vehicle; energy; energy management; forecasting; framework; learning; lstm; machine learning; neural network; plug; rnn; soc; source; target; transfer; transfer learning; use,/home/doyooni303/projects/technology-innovation/data/bibs/Transfer Learning-Based Framework Enhanced by Deep Generative Model for Cold-Start Forecasting of Residential EV Charging Behavior.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Transfer Learning-Based Framework Enhanced by Deep Generative Model for Cold-Start Forecasting of Residential EV Charging Behavior.pdf,True,charging,soc; neural network; energy management; electric vehicle; charging station; lstm; cnn; transfer learning; machine learning; rnn; convolutional neural network; forecasting; charging; data; dnn; target; learning; transfer; available; use; dataset; energy; source; framework; plug,,bibtex; pdf,25,1,25,False
li2020energy,Energy-efficient autonomous vehicle control using reinforcement learning and interactive traffic simulations,Huayi Li; Nan Li; Ilya Kolmanovsky; Anouck Girard,,2020,,,battery; battery capacity; control; efficiency; electric vehicle; energy; function; level; model; optimization; policy; powertrain; reinforcement learning; soc; space; speed; state of charge; torque; vehicle; vehicles; whl,/home/doyooni303/projects/technology-innovation/data/bibs/Energy-efficient autonomous vehicle control using reinforcement learning and interactive traffic simulations.txt,/home/doyooni303/projects/technology-innovation/data/pdfs/Energy-efficient autonomous vehicle control using reinforcement learning and interactive traffic simulations.pdf,True,reinforcement learning,soc; battery capacity; electric vehicle; reinforcement learning; state of charge; optimization; vehicle; energy; model; battery; control; policy; vehicles; efficiency; speed; whl; torque; powertrain; function; space; level,,bibtex; pdf,21,1,21,False
